
0.0;205526444686872
0.0;205526513209951
0.0;205526581865174
0.0;205526650113481
0.0;205526718934982
0.0;205526786869262
0.0;205526855562520
0.0;205526923360998
9.6;205526991497152
9.6;205527059791294
9.6;205527127746541
9.6;205527196820385
9.6;205527265194985
9.6;205527334231526
9.6;205527402505432
9.6;205527470782508
3.1;205527538387645
3.1;205527606510389
3.1;205527674086269
3.1;205527742872663
3.1;205527811328450
3.1;205527879179835
3.1;205527947681215
3.1;205528015158352
9.0;205528083733607
9.0;205528151666424
9.0;205528220127819
9.0;205528288775485
9.0;205528356674656
9.0;205528425846755
9.0;205528493946338
9.0;205528562181478
8.5;205528630164763
8.5;205528698163653
8.5;205528765519129
8.5;205528833290057
8.5;205528900741594
8.5;205528968295775
8.5;205529037108500
8.5;205529105408250
4.1;205529174335808
4.1;205529243005417
4.1;205529311313700
4.1;205529378920788
4.1;205529446901879
4.1;205529514762772
4.1;205529583023025
4.1;205529651343254
7.5;205529719371645
7.5;205529787550465
7.5;205529855567396
7.5;205529924503000
7.5;205529992509935
7.5;205530059844688
7.5;205530127897215
7.5;205530195829057
4.9;205530264009828
4.9;205530332601417
4.9;205530400672962
4.9;205530467913360
4.9;205530535426582
4.9;205530603416206
4.9;205530671446059
4.9;205530739998395
4.0;205530807461148
4.0;205530875572921
4.0;205530943945570
4.0;205531012530089
4.0;205531079828758
4.0;205531147890550
4.0;205531216502619
4.0;205531284757020
3.3;205531353141128
3.3;205531422229357
3.3;205531489705519
3.3;205531557539106
3.3;205531626183602
3.3;205531694776167
3.3;205531762995947
3.3;205531830908772
4.3;205531898095045
4.3;205531971441402
4.3;205532039942051
4.3;205532107200004
4.3;205532175819388
4.3;205532243823397
4.3;205532312447169
4.3;205532380464588
4.9;205532449014974
4.9;205532517076766
4.9;205532584920348
4.9;205532652694933
4.9;205532720514135
4.9;205532787687486
4.9;205532855735381
4.9;205532923713058
11.3;205532991155331
11.3;205533059089367
11.3;205533126614779
11.3;205533194945980
11.3;205533263770895
11.3;205533331935331
11.3;205533399241558
11.3;205533467291647
7.1;205533535846421
7.1;205533604287337
7.1;205533673209775
7.1;205533740371667
7.1;205533807405072
7.1;205533876126368
7.1;205533944929828
7.1;205534015866131
5.9;205534083857949
5.9;205534151676664
5.9;205534220068086
5.9;205534287126359
5.9;205534355639686
5.9;205534423785348
5.9;205534491070364
5.9;205534559141908
4.8;205534628303036
4.8;205534696353125
4.8;205534764265462
4.8;205534832105144
4.8;205534904950230
4.8;205534973015922
4.8;205535040994819
4.8;205535109144626
3.0;205535178000749
3.0;205535246046937
3.0;205535314889650
3.0;205535383124547
3.0;205535451519870
3.0;205535519804747
3.0;205535587926029
3.0;205535656349146
4.2;205535724482130
4.2;205535792368136
4.2;205535860397014
4.2;205535928602409
4.2;205535998319666
4.2;205536065483265
4.2;205536132876044
4.2;205536200961486
3.8;205536268624406
3.8;205536337484673
3.8;205536409852624
3.8;205536477910271
3.8;205536545214792
3.8;205536613538923
3.8;205536681650695
3.8;205536749610819
6.5;205536818272869
6.5;205536885260438
6.5;205536954060240
6.5;205537021645141
6.5;205537088878226
6.5;205537155990625
6.5;205537223216882
6.5;205537291421546
3.7;205537359865388
3.7;205537428010806
3.7;205537495865604
3.7;205537563766970
3.7;205537632082323
3.7;205537700576145
3.7;205537768502135
3.7;205537835983174
2.9;205537903538574
2.9;205537972149424
2.9;205538040200489
2.9;205538107333855
2.9;205538174997263
2.9;205538243002979
2.9;205538310092459
2.9;205538378362708
6.0;205538446422306
6.0;205538514735465
6.0;205538581962698
6.0;205538649945984
6.0;205538717986808
6.0;205538785617058
6.0;205538853937775
6.0;205538922165601
6.3;205538990409519
6.3;205539057451456
6.3;205539126405834
6.3;205539195201004
6.3;205539263242560
6.3;205539331547674
6.3;205539399691142
6.3;205539468343196
3.4;205539536845551
3.4;205539604913926
3.4;205539672093616
3.4;205539740290966
3.4;205539808456621
3.4;205539875921080
3.4;205539944101120
3.4;205540012077822
4.8;205540080067447
4.8;205540148538838
4.8;205540216586246
4.8;205540284054606
4.8;205540353120404
4.8;205540420881092
4.8;205540489265200
4.8;205540557280668
2.5;205540625521172
2.5;205540692467537
2.5;205540759718663
2.5;205540827069751
2.5;205540894460824
2.5;205540961886030
2.5;205541029994389
2.5;205541097132876
4.2;205541166279863
4.2;205541234872428
4.2;205541303254829
4.2;205541370929695
4.2;205541439922107
4.2;205541508265743
4.2;205541575634141
4.2;205541643851484
6.2;205541711892308
6.2;205541779860721
6.2;205541848723914
6.2;205541916728655
6.2;205541984793372
6.2;205542053123355
6.2;205542122358844
6.2;205542189892789
4.6;205542258571906
4.6;205542325637981
4.6;205542394574805
4.6;205542462625625
4.6;205542530710823
4.6;205542597826635
4.6;205542665757501
4.6;205542734081632
5.0;205542801535852
5.0;205542870130611
5.0;205542938126574
5.0;205543006105471
5.0;205543074985243
5.0;205543143100917
5.0;205543211118092
5.0;205543279753811
3.2;205543348608958
3.2;205543417240288
3.2;205543485906727
3.2;205543553304627
3.2;205543621989595
3.2;205543689134908
3.2;205543757848890
3.2;205543826254941
3.2;205543898214755
3.2;205543966758314
3.2;205544034910072
3.2;205544103683787
3.2;205544171597830
3.2;205544239565268
3.2;205544307610481
3.2;205544376520729
5.1;205544443583879
5.1;205544511719301
5.1;205544580163142
5.1;205544648423395
5.1;205544716223092
5.1;205544784731542
5.1;205544853313867
5.1;205544920341664
3.1;205544988273018
3.1;205545056128304
3.1;205545123250211
3.1;205545190399913
3.1;205545259144370
3.1;205545327733522
3.1;205545395525417
3.1;205545463713015
3.6;205545531158944
3.6;205545598686794
3.6;205545666268769
3.6;205545734384199
3.6;205545802377481
3.6;205545869700531
3.6;205545937572883
3.6;205546011384185
7.5;205546080079881
7.5;205546147640158
7.5;205546214747924
7.5;205546283293190
7.5;205546351844063
7.5;205546419735432
7.5;205546487884752
7.5;205546556225218
