0.0;2,06215E+14;;;0
0.0;2,06215E+14;;2,06231E+14;0
0.0;2,06215E+14;;;0
0.0;2,06215E+14;;;0
0.0;2,06215E+14;;;0
0.0;2,06215E+14;;;0
0.0;2,06215E+14;;;0
0.0;2,06215E+14;;;0
4.2;2,06215E+14;;;0
4.2;2,06216E+14;;;0
4.2;2,06216E+14;;;0
4.2;2,06216E+14;;;0
4.2;2,06216E+14;;;0
4.2;2,06216E+14;;;0
4.2;2,06216E+14;;;0
4.2;2,06216E+14;;;0
10.8;2,06216E+14;;;0
10.8;2,06216E+14;;;0
10.8;2,06216E+14;;;0
10.8;2,06216E+14;;;0
10.8;2,06216E+14;;;0
10.8;2,06216E+14;;;0
10.8;2,06216E+14;;;0
10.8;2,06216E+14;;;0
5.2;2,06217E+14;;;0
5.2;2,06217E+14;;;0
5.2;2,06217E+14;;;0
5.2;2,06217E+14;;;0
5.2;2,06217E+14;;;0
5.2;2,06217E+14;;;0
5.2;2,06217E+14;;;0
5.2;2,06217E+14;;;0
6.4;2,06217E+14;;;0
6.4;2,06217E+14;;;0
6.4;2,06217E+14;;;0
6.4;2,06217E+14;;;0
6.4;2,06217E+14;;;0
6.4;2,06217E+14;;;0
6.4;2,06217E+14;;;0
6.4;2,06218E+14;;;0
4.0;2,06218E+14;;;0
4.0;2,06218E+14;;;0
4.0;2,06218E+14;;;0
4.0;2,06218E+14;;;0
4.0;2,06218E+14;;;0
4.0;2,06218E+14;;;0
4.0;2,06218E+14;;;0
4.0;2,06218E+14;;;0
5.7;2,06218E+14;;;0
5.7;2,06218E+14;;;0
5.7;2,06218E+14;;;0
5.7;2,06218E+14;;;0
5.7;2,06218E+14;;;0
5.7;2,06219E+14;;;0
5.7;2,06219E+14;;;0
5.7;2,06219E+14;;;0
4.4;2,06219E+14;;;0
4.4;2,06219E+14;;;0
4.4;2,06219E+14;;;0
4.4;2,06219E+14;;;0
4.4;2,06219E+14;;;0
4.4;2,06219E+14;;;0
4.4;2,06219E+14;;;0
4.4;2,06219E+14;;;0
4.4;2,06219E+14;;;0
4.4;2,06219E+14;;;0
4.4;2,06219E+14;;;0
4.4;2,06219E+14;;;0
4.4;2,0622E+14;;;0
4.4;2,0622E+14;;;0
4.4;2,0622E+14;;;0
4.4;2,0622E+14;;;0
4.9;2,0622E+14;;;0
4.9;2,0622E+14;;;0
4.9;2,0622E+14;;;0
4.9;2,0622E+14;;;0
4.9;2,0622E+14;;;0
4.9;2,0622E+14;;;0
4.9;2,0622E+14;;;0
4.9;2,0622E+14;;;0
4.9;2,0622E+14;;;0
4.9;2,0622E+14;;;0
4.9;2,0622E+14;;;0
4.9;2,06221E+14;;;0
4.9;2,06221E+14;;;0
4.9;2,06221E+14;;;0
4.9;2,06221E+14;;;0
4.9;2,06221E+14;;;0
4.5;2,06221E+14;;;0
4.5;2,06221E+14;;;0
4.5;2,06221E+14;;;0
4.5;2,06221E+14;;;0
4.5;2,06221E+14;;;0
4.5;2,06221E+14;;;0
4.5;2,06221E+14;;;0
4.5;2,06221E+14;;;0
5.1;2,06221E+14;;;0
5.1;2,06221E+14;;;0
5.1;2,06222E+14;;;0
5.1;2,06222E+14;;;0
5.1;2,06222E+14;;;0
5.1;2,06222E+14;;;0
5.1;2,06222E+14;;;0
5.1;2,06222E+14;;;0
2.9;2,06222E+14;;;0
2.9;2,06222E+14;;;0
2.9;2,06222E+14;;;0
2.9;2,06222E+14;;;0
2.9;2,06222E+14;;;0
2.9;2,06222E+14;;;0
2.9;2,06222E+14;;;0
2.9;2,06222E+14;;;0
2.1;2,06223E+14;;;0
2.1;2,06223E+14;;;0
2.1;2,06223E+14;;;0
2.1;2,06223E+14;;;0
2.1;2,06223E+14;;;0
2.1;2,06223E+14;;;0
2.1;2,06223E+14;;;0
2.1;2,06223E+14;;;0
4.7;2,06223E+14;;;0
4.7;2,06223E+14;;;0
4.7;2,06223E+14;;;0
4.7;2,06223E+14;;;0
4.7;2,06223E+14;;;0
4.7;2,06223E+14;;;0
4.7;2,06223E+14;;;0
4.7;2,06224E+14;;;0
5.4;2,06224E+14;;;0
5.4;2,06224E+14;;;0
5.4;2,06224E+14;;;0
5.4;2,06224E+14;;;0
5.4;2,06224E+14;;;0
5.4;2,06224E+14;;;0
5.4;2,06224E+14;;;0
5.4;2,06224E+14;;;0
4.2;2,06224E+14;;;0
4.2;2,06224E+14;;;0
4.2;2,06224E+14;;;0
4.2;2,06224E+14;;;0
4.2;2,06224E+14;;;0
4.2;2,06225E+14;;;0
4.2;2,06225E+14;;;0
4.2;2,06225E+14;;;0
3.3;2,06225E+14;;;0
3.3;2,06225E+14;;;0
3.3;2,06225E+14;;;0
3.3;2,06225E+14;;;0
3.3;2,06225E+14;;;0
3.3;2,06225E+14;;;0
3.3;2,06225E+14;;;0
3.3;2,06225E+14;;;0
4.6;2,06225E+14;;;0
4.6;2,06225E+14;;;0
4.6;2,06225E+14;;;0
4.6;2,06225E+14;;;0
4.6;2,06226E+14;;;0
4.6;2,06226E+14;;;0
4.6;2,06226E+14;;;0
4.6;2,06226E+14;;;0
2.5;2,06226E+14;;;0
2.5;2,06226E+14;;;0
2.5;2,06226E+14;;;0
2.5;2,06226E+14;;;0
2.5;2,06226E+14;;;0
2.5;2,06226E+14;;;0
2.5;2,06226E+14;;;0
2.5;2,06226E+14;;;0
3.4;2,06226E+14;;;0
3.4;2,06226E+14;;;0
3.4;2,06226E+14;;;0
3.4;2,06227E+14;;;0
3.4;2,06227E+14;;;0
3.4;2,06227E+14;;;0
3.4;2,06227E+14;;;0
3.4;2,06227E+14;;;0
5.9;2,06227E+14;;;0
5.9;2,06227E+14;;;0
5.9;2,06227E+14;;;0
5.9;2,06227E+14;;;0
5.9;2,06227E+14;;;0
5.9;2,06227E+14;;;0
5.9;2,06227E+14;;;0
5.9;2,06227E+14;;;0
5.7;2,06227E+14;;;0
5.7;2,06227E+14;;;0
5.7;2,06228E+14;;;0
5.7;2,06228E+14;;;0
5.7;2,06228E+14;;;0
5.7;2,06228E+14;;;0
5.7;2,06228E+14;;;0
5.7;2,06228E+14;;;0
5.2;2,06228E+14;;;0
5.2;2,06228E+14;;;0
5.2;2,06228E+14;;;0
5.2;2,06228E+14;;;0
5.2;2,06228E+14;;;0
5.2;2,06228E+14;;;0
5.2;2,06228E+14;;;0
5.2;2,06228E+14;;;0
4.8;2,06229E+14;;;0
4.8;2,06229E+14;;;0
4.8;2,06229E+14;;;0
4.8;2,06229E+14;;;0
4.8;2,06229E+14;;;0
4.8;2,06229E+14;;;0
4.8;2,06229E+14;;;0
4.8;2,06229E+14;;;0
2.8;2,06229E+14;;;0
2.8;2,06229E+14;;;0
2.8;2,06229E+14;;;0
2.8;2,06229E+14;;;0
2.8;2,06229E+14;;;0
2.8;2,06229E+14;;;0
2.8;2,06229E+14;;;0
2.8;2,0623E+14;;;0
5.8;2,0623E+14;;;0
5.8;2,0623E+14;;;0
5.8;2,0623E+14;;;0
5.8;2,0623E+14;;;0
5.8;2,0623E+14;;;0
5.8;2,0623E+14;;;0
5.8;2,0623E+14;;;0
5.8;2,0623E+14;;;0
4.9;2,0623E+14;;;0
4.9;2,0623E+14;;;0
4.9;2,0623E+14;;;0
4.9;2,0623E+14;;;0
4.9;2,0623E+14;;;0
4.9;2,0623E+14;;;0
4.9;2,06231E+14;;;1
